pH,EC,TDS,Temperature,DissolvedOxygen,Moisture,Label
7.2,98.3,328.2,30.0,7.35,44.5,1
6.82,337.2,171.8,22.6,6.13,34.9,1
8.19,357.1,256.1,26.1,4.64,33.1,0
5.72,370.8,285.9,27.2,7.75,10.5,0
6.34,-18.2,265.2,23.5,5.16,22.6,0
6.92,464.0,175.1,25.3,6.3,27.0,1
5.69,211.5,112.7,27.7,5.01,22.8,0
6.86,382.4,23.4,22.9,3.58,26.5,0
8.33,388.9,179.0,30.0,4.36,43.0,0
7.02,194.8,294.2,20.8,5.46,24.6,1
7.18,379.3,110.1,30.8,7.08,26.6,1
5.99,253.7,256.0,28.0,6.42,37.4,0
6.51,51.4,124.0,24.7,6.17,15.8,1
6.7,440.1,208.5,23.8,3.59,21.6,0
6.75,207.0,256.6,23.5,7.52,22.6,1
8.03,197.5,147.2,24.6,6.27,30.6,1
7.45,251.6,213.6,24.9,5.86,26.6,1
6.11,332.7,166.8,28.8,7.36,26.9,0
7.2,293.1,256.4,30.9,7.5,23.4,1
7.4,365.8,218.8,25.6,7.39,19.3,1
7.91,139.3,204.5,22.5,5.7,36.1,1
8.26,210.9,324.7,23.4,4.8,26.6,0
6.19,286.1,253.0,24.5,7.19,36.2,0
6.35,527.7,144.8,21.9,4.36,18.9,0
5.99,286.3,193.1,21.5,8.34,23.3,0
6.81,430.2,193.9,31.3,6.03,27.8,1
7.37,304.6,206.4,25.9,4.73,28.7,0
7.79,242.0,402.0,22.5,4.52,37.5,0
6.94,270.4,229.7,27.4,4.47,25.7,0
6.74,279.8,37.1,21.5,6.17,37.5,1
7.12,372.4,156.6,21.7,5.99,33.7,1
6.33,465.0,45.4,22.6,4.52,28.9,0
8.67,343.2,173.6,30.0,5.57,20.5,0
5.71,442.4,41.0,24.2,4.36,37.6,0
7.15,184.2,130.3,17.7,6.71,20.7,1
8.62,250.2,78.3,28.6,5.93,29.8,0
7.01,213.1,230.7,24.1,5.55,29.5,1
6.85,337.7,200.0,19.5,4.45,27.9,0
6.71,256.9,224.2,24.0,5.64,26.1,1
6.86,387.6,191.6,26.6,5.5,21.8,1
8.1,188.3,88.5,26.2,6.38,13.8,1
5.23,305.2,241.1,30.4,6.2,44.0,0
8.23,382.4,353.8,22.4,6.95,25.1,1
5.86,52.2,232.7,25.1,5.42,28.7,0
6.79,554.6,165.9,22.9,3.77,28.7,0
6.66,266.0,85.8,20.4,7.19,41.0,1
7.47,57.0,127.4,27.7,4.88,49.3,0
5.72,319.0,236.2,26.4,4.67,31.6,0
7.37,304.0,285.8,25.9,5.95,28.4,1
8.62,290.2,220.9,26.3,6.36,18.8,0
5.91,418.9,264.0,22.9,5.36,15.6,0
7.15,389.7,256.6,22.0,5.35,12.3,1
6.47,335.7,240.5,25.1,5.53,22.0,0
7.34,354.0,147.3,28.5,7.7,9.1,1
7.02,287.5,213.9,29.8,6.0,40.8,1
6.49,513.1,132.1,27.4,4.84,34.2,0
7.39,122.5,201.4,25.1,4.85,27.5,0
8.44,316.8,226.5,25.8,5.7,41.1,1
6.85,307.8,334.3,25.0,6.29,19.3,1
7.58,397.6,95.2,21.9,6.58,21.8,1
5.97,198.7,238.5,25.1,6.15,10.7,0
6.23,90.8,318.5,21.0,4.99,37.7,0
7.38,318.8,260.7,24.6,5.49,21.9,1
8.19,333.7,266.6,29.9,6.88,30.2,1
7.28,478.8,247.0,27.5,4.62,40.0,0
6.75,147.6,303.9,22.2,5.44,43.7,1
7.0,438.6,113.0,24.8,6.72,29.7,1
6.0,584.1,89.1,22.5,7.05,33.8,0
7.48,254.7,199.5,24.8,5.77,21.0,1
7.71,145.1,27.1,28.1,5.51,46.8,1
6.64,251.2,298.5,27.0,4.41,28.3,0
6.62,301.7,297.7,32.5,6.63,30.8,1
7.21,367.7,165.3,28.6,7.58,25.9,1
6.65,229.0,170.3,25.6,9.08,42.0,1
6.95,486.6,194.2,27.0,6.46,32.0,1
8.68,166.3,204.2,24.4,5.94,37.6,0
6.8,91.3,210.2,21.6,4.9,33.5,0
6.71,432.8,244.7,28.9,3.75,27.8,0
6.48,27.0,186.2,28.0,6.21,39.3,0
7.6,275.5,275.5,24.3,8.82,33.5,1
6.86,674.1,235.7,25.8,7.52,20.4,1
6.48,298.6,151.4,28.7,7.34,20.1,0
8.06,165.5,306.8,27.5,6.29,31.5,1
8.14,293.1,91.3,20.6,6.43,39.1,1
6.52,293.9,192.6,25.7,3.09,46.4,0
5.51,319.3,277.4,24.5,6.92,12.2,0
7.81,379.5,142.2,28.3,5.3,30.3,1
6.45,175.3,224.8,28.1,5.16,34.9,0
7.63,502.5,243.5,29.0,5.61,33.0,1
5.42,329.4,131.2,21.6,5.57,40.1,0
7.71,387.2,194.2,22.6,5.14,36.6,1
6.03,224.6,187.5,28.3,6.02,20.1,0
7.58,454.4,155.9,23.2,5.33,19.9,1
7.01,269.2,384.1,20.4,6.12,33.1,1
6.24,333.3,139.0,26.6,4.22,39.9,0
6.67,188.0,280.4,23.4,5.74,31.4,1
7.55,180.4,168.6,30.4,4.68,14.2,0
7.08,382.6,113.1,25.9,5.23,19.5,1
7.47,246.8,208.2,25.5,6.17,36.9,1
8.58,197.5,251.9,23.9,4.08,26.5,0
5.75,222.8,273.6,29.8,5.01,31.2,0
8.29,383.9,325.0,26.1,6.68,40.7,1
7.08,224.5,435.6,23.8,4.3,18.0,0
6.28,285.9,220.0,22.6,8.13,25.9,0
5.94,301.8,147.0,24.8,7.45,24.8,0
6.85,69.9,236.2,22.1,5.41,33.6,1
7.74,123.5,178.7,28.1,5.06,37.7,1
6.9,340.4,274.1,19.6,6.24,15.2,1
8.21,211.6,96.2,24.6,4.26,29.9,0
5.84,426.8,389.5,26.8,3.6,38.7,0
6.99,416.0,268.5,26.0,5.45,11.5,1
6.0,386.3,65.3,22.8,5.84,29.4,0
7.29,518.4,143.3,27.0,6.11,17.8,1
7.71,290.0,265.3,22.3,5.26,23.6,1
6.66,377.9,294.1,24.9,7.53,4.9,1
4.92,229.9,98.2,27.0,4.21,43.9,0
7.16,594.3,257.0,26.4,4.63,26.4,0
7.35,538.0,44.2,23.0,6.58,21.9,1
7.32,301.4,192.9,28.6,4.61,33.3,0
7.99,346.4,289.0,25.3,4.56,19.6,0
6.14,463.1,155.9,27.2,6.15,18.6,0
7.54,282.3,79.4,29.6,4.74,45.1,0
7.95,221.2,211.7,28.4,5.84,48.1,1
5.58,404.9,151.6,28.4,5.16,24.1,0
7.26,309.4,250.4,25.6,4.97,40.7,0
6.6,322.0,129.2,27.4,3.48,33.6,0
6.93,199.9,138.2,25.6,6.17,15.9,1
7.28,93.9,38.3,21.4,4.5,20.7,0
6.61,328.3,213.6,25.9,5.8,45.5,1
6.46,408.6,187.1,25.8,5.39,15.7,0
7.03,272.9,104.9,26.8,5.75,52.8,1
6.13,472.4,215.5,24.6,5.82,24.3,0
6.13,215.5,282.2,22.7,6.23,45.8,0
7.54,173.4,182.8,27.0,5.13,26.9,1
6.08,291.9,221.5,21.1,7.49,38.0,0
7.53,290.1,221.9,29.4,3.78,44.0,0
7.37,392.4,103.7,24.3,5.73,43.9,1
5.62,207.0,364.5,25.7,7.0,24.2,0
6.46,464.2,162.3,26.7,6.57,21.4,0
7.96,536.0,252.5,26.8,4.83,29.2,0
6.22,295.3,261.5,20.8,5.03,17.0,0
6.63,450.0,188.8,27.5,4.79,32.4,0
7.37,173.2,248.5,25.9,6.72,21.8,1
7.63,429.0,219.7,23.1,5.11,40.8,1
6.8,425.7,86.6,22.8,6.31,24.3,1
6.52,403.6,173.4,24.0,6.32,12.6,1
8.14,298.1,151.0,21.1,8.84,44.0,1
8.39,-54.5,163.1,30.2,6.38,31.8,1
7.78,223.0,95.7,29.5,5.03,30.3,1
7.07,224.9,290.1,26.4,4.25,40.9,0
6.35,182.6,328.2,24.3,5.67,38.7,0
6.34,314.7,278.2,24.4,5.86,22.4,0
7.42,249.7,301.6,27.3,3.35,25.5,0
7.33,201.0,172.4,30.3,5.14,18.9,1
8.12,172.9,149.1,23.3,6.36,15.4,1
7.52,214.1,137.7,21.6,5.36,35.8,1
5.8,434.6,251.5,29.6,7.16,33.9,0
7.84,220.7,218.2,19.6,4.13,37.6,0
6.2,238.2,193.8,22.0,6.81,42.8,0
6.69,245.2,303.6,24.3,7.1,37.7,1
7.2,340.7,232.4,20.3,7.15,38.6,1
8.6,354.7,132.9,28.3,4.12,9.2,0
9.49,-65.4,145.5,27.6,6.38,26.9,0
7.49,422.6,254.6,23.3,5.2,39.6,1
6.85,472.4,283.3,28.8,4.31,18.3,0
7.43,174.0,244.1,29.3,5.5,30.9,1
7.71,183.3,351.8,24.7,4.91,35.2,0
6.74,246.0,330.8,23.6,7.1,34.4,1
8.44,209.3,235.3,31.8,6.62,33.7,1
7.18,326.9,132.9,27.2,4.62,36.0,0
7.4,66.4,95.2,25.8,5.13,31.8,1
7.53,165.8,169.0,29.1,5.54,15.4,1
7.34,484.7,260.3,25.9,5.91,35.1,1
7.67,188.6,346.1,23.5,7.21,32.8,1
6.51,449.2,233.4,25.2,6.83,15.5,1
6.55,342.6,293.5,28.1,6.06,43.8,1
6.12,82.9,180.4,19.0,5.69,35.3,0
7.35,376.2,249.8,24.1,3.87,16.2,0
7.62,285.9,265.9,29.1,7.55,21.8,1
7.37,245.3,41.6,23.5,5.46,24.4,1
8.34,329.4,166.9,29.6,7.87,24.4,1
7.0,357.0,276.0,29.2,6.24,32.9,1
7.53,384.9,222.0,24.8,8.43,20.2,1
6.13,441.4,104.3,23.3,6.73,41.3,0
6.69,349.0,5.6,24.1,4.28,40.5,0
7.56,134.9,170.7,33.0,5.26,36.2,1
7.68,243.2,194.3,30.6,5.8,30.4,1
6.76,653.2,129.3,25.4,4.95,39.4,0
6.94,386.9,211.4,23.2,5.55,27.2,1
5.79,584.3,240.5,25.4,4.36,22.8,0
6.71,467.5,253.7,25.7,6.01,41.9,1
7.71,329.0,11.5,21.3,6.28,33.2,1
7.46,336.2,94.9,25.2,4.8,23.2,0
7.4,295.6,175.6,29.0,8.33,25.8,1
7.04,91.5,245.8,19.6,6.08,22.6,1
7.01,302.2,239.1,27.5,5.02,50.2,1
6.47,445.3,237.7,29.1,4.04,30.0,0
7.56,228.0,169.3,23.3,6.07,31.6,1
7.34,349.4,173.8,30.1,5.69,37.2,1
7.39,402.2,141.7,22.9,6.94,17.8,1
6.58,190.8,261.5,26.3,5.83,41.0,1
5.28,245.8,126.4,24.1,4.57,23.9,0
7.88,177.9,268.0,24.1,8.0,48.3,1
6.62,201.3,216.6,23.1,6.52,26.9,1
6.31,145.5,196.4,27.1,5.7,40.4,0
7.55,191.9,147.5,27.5,6.2,5.0,1
6.69,470.3,91.6,24.8,6.57,18.2,1
7.85,190.1,148.2,20.9,4.29,27.1,0
7.49,315.2,173.6,26.2,6.19,9.7,1
7.55,239.7,10.5,26.3,5.46,36.0,1
5.91,441.5,184.2,24.3,6.61,33.1,0
7.97,457.3,273.9,30.6,5.11,20.1,1
7.21,403.7,245.4,20.3,5.27,29.8,1
6.7,336.7,160.3,18.3,8.0,38.1,1
7.11,272.3,203.8,22.8,7.48,9.0,1
5.58,157.0,155.5,27.1,2.05,17.3,0
7.33,533.2,211.9,21.8,7.39,26.6,1
6.18,208.8,323.2,22.1,5.91,30.2,0
5.92,379.6,277.5,27.9,5.15,29.4,0
5.78,427.1,241.7,26.4,4.79,38.9,0
7.89,233.4,160.6,26.1,4.86,34.8,0
6.5,424.6,260.0,27.3,5.18,37.0,1
8.23,391.7,65.0,23.7,4.65,16.1,0
6.57,507.4,179.8,23.9,4.37,31.4,0
5.63,243.7,246.7,27.4,4.75,26.9,0
6.11,145.7,259.2,21.0,6.39,44.6,0
7.99,239.3,253.6,18.6,6.06,31.7,1
6.88,325.1,223.6,23.7,6.67,23.3,1
6.56,307.0,184.3,27.8,5.92,38.5,1
7.13,252.8,243.0,25.8,4.43,35.6,0
7.4,70.9,123.8,27.6,6.59,21.8,1
7.89,356.5,132.4,19.0,4.79,26.5,0
8.16,536.7,204.9,25.9,6.78,26.7,1
6.71,355.7,213.9,27.0,4.6,42.3,0
5.94,373.1,54.0,20.9,5.18,32.0,0
6.67,368.7,236.4,27.6,5.57,37.3,1
7.21,347.6,261.8,24.7,6.81,25.1,1
6.23,411.8,193.8,34.2,6.21,33.3,0
6.23,347.4,390.0,18.5,6.02,43.0,0
7.28,262.5,145.4,29.1,8.26,26.4,1
6.96,204.5,171.1,23.8,3.8,31.2,0
7.03,270.1,168.4,20.1,4.75,16.4,0
6.39,337.7,193.9,23.4,4.7,22.3,0
6.82,262.1,173.7,25.8,3.88,26.7,0
6.26,337.7,87.5,28.1,5.14,19.4,0
7.71,352.7,156.3,30.2,6.83,43.2,1
7.83,400.0,192.2,29.3,5.29,21.6,1
5.52,453.9,298.3,22.1,5.6,37.9,0
6.26,309.4,376.2,28.4,3.93,31.9,0
5.8,143.1,306.8,26.2,5.04,30.3,0
6.48,258.6,138.0,23.0,5.45,44.9,0
6.93,305.3,144.3,24.4,6.77,7.4,1
5.84,79.7,187.3,22.9,3.99,28.0,0
6.26,466.6,342.8,25.1,5.45,19.2,0
6.2,317.1,186.8,22.8,7.3,10.4,0
7.17,345.8,93.8,21.9,5.47,18.1,1
7.06,463.9,159.9,26.4,3.46,30.2,0
6.42,224.4,260.6,26.9,7.54,22.7,0
7.14,368.9,255.2,24.4,6.88,39.0,1
6.56,286.8,184.0,29.1,7.04,27.9,1
6.78,277.9,254.7,24.2,3.91,26.8,0
8.34,207.3,18.1,24.1,7.81,26.8,1
8.07,499.9,208.3,27.0,5.07,29.0,1
5.96,254.9,268.9,24.6,5.39,25.8,0
7.66,383.9,133.4,25.3,5.16,21.5,1
7.65,75.0,133.1,17.4,7.14,39.9,1
6.08,441.6,50.7,25.1,5.78,23.8,0
7.66,426.3,327.2,19.5,6.58,26.2,1
8.23,311.7,142.4,21.3,6.09,34.3,1
6.1,272.8,219.3,21.0,5.89,33.2,0
6.27,348.0,248.3,21.9,4.86,21.1,0
7.81,574.7,321.0,23.4,8.17,37.5,1
7.22,88.4,187.7,23.5,4.24,35.4,0
7.44,393.8,156.8,27.0,6.49,31.8,1
7.27,190.6,213.8,25.7,6.45,25.7,1
7.31,297.6,302.7,19.3,7.39,25.9,1
5.94,270.3,186.4,25.2,7.67,28.0,0
7.84,248.6,123.6,26.0,5.84,17.7,1
7.94,298.7,76.7,24.0,6.64,29.6,1
6.82,163.9,102.3,24.8,8.12,38.9,1
6.97,423.5,269.2,25.6,5.92,38.8,1
5.78,84.7,174.4,27.3,4.72,26.2,0
7.41,364.8,151.4,20.3,5.54,40.6,1
7.46,260.8,142.7,24.3,4.43,49.1,0
6.95,159.5,206.8,29.5,6.45,26.8,1
7.9,324.3,180.8,29.2,7.28,36.9,1
6.73,113.2,178.1,27.6,5.85,7.4,1
7.45,304.8,307.9,26.6,4.05,17.4,0
6.18,129.3,323.0,30.0,7.23,30.9,0
6.98,355.4,71.2,30.8,3.87,19.9,0
6.86,189.1,226.2,24.6,4.14,50.4,0
7.18,245.9,137.9,22.1,5.79,36.0,1
6.7,335.3,180.1,24.2,6.3,39.7,1
6.89,207.3,224.7,34.3,6.51,29.7,1
7.66,293.0,183.0,20.3,5.92,20.0,1
6.65,118.3,218.4,23.6,8.11,24.8,1
5.71,375.7,253.8,20.8,6.08,32.5,0
8.4,511.8,223.6,25.4,7.24,23.6,1
8.11,635.1,148.3,21.4,6.94,36.7,1
5.97,310.9,149.7,24.7,4.45,37.1,0
7.55,394.6,84.8,19.1,5.8,30.0,1
6.6,86.3,131.7,26.9,8.55,11.7,1
7.21,480.3,357.0,28.7,5.39,47.1,1
7.24,393.1,136.6,23.8,5.19,27.9,1
6.81,241.9,104.5,24.6,6.2,57.1,1
6.37,448.5,225.6,24.5,5.44,36.5,0
6.45,269.5,191.2,25.5,5.05,27.9,0
6.27,245.0,184.4,24.9,5.42,34.5,0
6.33,357.0,312.7,27.3,7.72,9.8,0
6.95,172.4,243.9,28.7,5.84,40.3,1
6.43,422.6,157.6,22.6,4.41,55.7,0
7.55,173.3,166.0,24.1,4.19,9.1,0
8.19,174.0,159.8,27.7,8.65,27.1,1
6.54,190.8,270.0,20.7,5.73,28.9,1
7.19,391.1,175.3,19.1,6.52,38.8,1
7.4,226.0,56.5,25.7,5.07,51.1,1
7.38,138.2,196.1,26.5,6.39,33.8,1
7.06,227.3,77.0,22.8,7.75,51.4,1
7.59,296.2,374.7,23.3,5.22,31.7,1
7.39,158.3,122.7,22.7,6.55,34.5,1
6.01,161.8,187.1,22.4,4.31,33.3,0
7.7,553.4,220.7,27.1,8.43,42.2,1
7.71,196.7,176.9,21.5,6.32,25.8,1
6.39,261.2,176.8,24.2,5.5,38.2,0
7.03,255.9,233.7,22.3,5.64,17.7,1
7.55,249.4,322.1,20.6,5.39,27.2,1
6.83,374.6,261.4,27.6,5.45,23.6,1
7.86,413.8,318.3,23.4,3.06,30.9,0
8.89,263.3,116.3,25.6,5.88,26.8,0
6.37,151.6,225.4,20.5,5.83,41.3,0
5.9,452.9,212.4,22.8,6.59,21.2,0
7.24,288.6,228.1,27.3,5.37,12.7,1
7.58,507.6,310.1,32.8,5.07,16.4,1
6.82,30.5,182.3,19.1,5.99,39.9,1
8.16,323.4,167.6,24.4,4.07,20.3,0
5.93,530.2,242.7,26.2,6.17,34.0,0
7.55,257.6,57.7,23.2,3.77,27.1,0
6.52,272.9,181.1,27.5,7.34,38.2,1
8.38,335.5,189.3,22.4,6.82,27.7,1
8.59,232.9,126.4,25.5,4.89,57.6,0
6.39,262.6,284.6,23.4,6.79,49.0,0
6.56,259.5,115.0,28.7,6.13,26.8,1
7.69,224.7,189.1,23.0,4.79,25.5,0
6.69,447.5,223.5,23.9,3.57,61.3,0
6.96,355.3,308.3,27.8,6.38,19.2,1
7.02,330.1,199.2,21.9,5.05,29.4,1
5.46,397.0,274.9,25.2,7.31,30.2,0
6.99,268.3,256.0,19.5,6.02,30.0,1
6.45,207.1,209.9,21.7,5.16,12.6,0
6.61,227.7,112.8,26.1,8.16,35.0,1
8.15,300.2,85.2,22.0,6.69,20.3,1
5.99,172.9,208.5,23.4,1.61,44.4,0
7.65,240.0,156.6,26.5,5.42,15.4,1
6.78,238.1,273.5,23.3,4.34,30.6,0
6.78,554.9,259.7,27.5,5.04,7.8,1
7.63,-32.9,185.2,25.6,5.83,8.5,1
7.27,278.4,107.4,26.3,6.42,21.6,1
7.46,507.1,240.9,28.7,6.31,23.0,1
7.77,314.6,118.6,26.0,7.29,44.7,1
6.73,390.4,139.3,29.6,6.76,29.6,1
6.51,312.0,121.6,27.7,6.69,42.9,1
6.13,219.9,188.9,23.4,6.24,26.2,0
6.34,31.0,293.6,28.9,7.54,36.1,0
9.36,324.7,199.6,25.8,5.62,22.7,0
8.0,206.9,164.5,23.8,5.65,22.1,1
5.92,204.0,78.0,25.8,3.71,11.8,0
5.94,240.1,244.2,28.3,7.27,33.4,0
7.39,509.4,137.6,26.4,5.91,32.6,1
7.44,588.6,209.4,30.5,9.52,37.8,1
7.44,326.1,171.7,28.3,5.51,32.1,1
6.8,244.2,267.1,26.6,6.11,50.3,1
6.9,158.7,187.4,21.9,6.66,31.8,1
7.26,356.2,195.3,24.5,4.68,39.9,0
7.07,513.9,238.9,25.2,6.43,26.8,1
5.22,270.3,368.6,27.1,6.04,20.9,0
6.82,14.5,271.1,26.9,5.64,37.2,1
6.32,380.4,192.9,25.5,7.41,29.1,0
7.14,418.2,200.3,25.4,4.92,38.3,0
9.39,109.7,158.0,27.2,6.33,33.5,0
7.29,321.2,124.0,22.4,7.75,22.1,1
6.75,354.1,155.8,30.1,5.15,40.7,1
7.74,291.2,138.2,18.9,5.64,21.3,1
7.39,205.1,252.3,29.4,8.81,36.3,1
7.34,421.9,114.3,24.9,6.57,42.8,1
7.49,251.6,306.7,28.0,5.39,26.2,1
8.65,121.8,260.2,26.1,6.96,41.6,0
6.1,54.1,201.6,26.0,5.32,34.0,0
7.38,451.3,200.0,26.7,4.12,38.5,0
6.26,374.0,155.4,27.4,7.65,21.6,0
7.44,310.6,221.6,24.0,4.68,32.1,0
6.27,247.2,287.0,28.1,8.94,15.9,0
6.67,236.5,143.7,21.7,5.41,47.1,1
6.76,170.9,77.3,25.0,8.56,9.9,1
7.78,248.2,256.3,27.5,4.36,26.5,0
7.73,45.6,225.9,28.0,7.23,20.7,1
6.0,211.7,110.4,26.4,6.6,36.7,0
7.04,262.7,141.3,23.8,7.01,49.2,1
6.43,373.2,131.3,27.7,7.16,36.5,0
5.99,295.2,142.0,23.0,5.4,59.6,0
6.83,395.4,174.1,30.3,4.43,16.2,0
6.75,461.9,178.7,24.7,5.94,17.0,1
8.94,427.0,147.9,20.4,6.27,21.1,0
7.35,356.5,139.3,21.4,5.43,31.2,1
5.9,301.4,181.7,25.1,6.33,19.7,0
6.55,182.3,213.4,25.4,6.4,22.5,1
7.82,388.8,174.7,30.9,4.91,36.2,0
8.67,501.6,292.7,21.9,6.47,17.6,0
5.73,341.1,240.6,25.1,5.68,18.7,0
5.5,530.1,72.7,21.8,5.16,26.0,0
8.5,116.9,241.9,23.5,6.94,27.0,1
7.31,161.5,248.4,30.1,5.07,40.1,1
6.31,402.6,165.2,21.6,5.45,21.0,0
7.43,331.7,80.4,26.8,6.09,22.8,1
4.89,457.7,200.6,26.2,7.65,35.8,0
7.0,298.1,199.4,24.9,6.23,38.0,1
7.26,195.8,110.3,26.6,6.63,44.3,1
7.74,274.4,83.9,21.5,5.64,34.7,1
6.19,116.1,193.0,30.0,5.91,31.3,0
7.07,164.6,181.4,30.8,5.94,35.8,1
6.26,416.7,166.6,25.1,6.35,27.3,0
7.2,404.7,193.3,32.3,5.64,27.3,1
6.28,343.6,111.8,23.8,7.61,12.3,0
6.67,93.5,165.2,26.2,5.55,38.9,1
6.2,257.0,242.7,29.3,3.95,32.1,0
7.52,153.0,172.0,23.6,9.29,37.8,1
7.69,441.2,66.2,20.9,5.61,1.8,1
6.81,230.0,162.2,20.2,7.58,29.5,1
7.03,169.7,114.4,31.2,7.69,21.4,1
5.84,303.6,221.4,23.4,7.13,45.0,0
6.76,223.2,225.5,24.4,5.76,36.1,1
6.96,478.0,67.3,21.7,6.34,32.3,1
9.1,211.8,260.7,27.8,4.47,25.7,0
6.11,132.1,111.0,22.7,8.39,34.0,0
8.17,41.7,324.7,23.5,4.98,20.7,0
7.8,296.3,196.1,25.9,5.7,29.0,1
7.22,232.6,100.3,21.8,6.12,24.2,1
8.41,128.5,108.6,24.5,5.87,52.7,1
7.3,442.7,227.8,29.2,5.21,44.7,1
7.31,380.1,168.7,26.3,7.67,40.6,1
6.96,296.6,192.3,25.4,7.14,15.1,1
7.98,463.7,329.0,25.6,6.39,38.6,1
7.88,379.5,144.1,23.8,5.52,31.9,1
6.5,201.3,204.8,31.0,7.28,42.2,1
5.94,175.3,313.6,22.6,5.44,33.2,0
6.84,398.2,221.6,25.6,7.88,29.9,1
6.36,347.6,71.5,25.3,6.13,32.3,0
6.95,320.4,240.4,28.0,7.48,11.9,1
7.99,198.4,107.0,28.3,5.86,22.3,1
6.63,373.0,312.5,24.9,6.09,33.7,1
6.97,209.3,134.2,25.9,7.47,41.4,1
7.05,287.8,437.6,26.0,8.63,24.5,1
7.68,473.6,317.4,18.2,7.87,29.6,1
5.2,220.7,136.3,20.2,7.05,14.0,0
6.51,111.2,201.6,23.2,6.71,44.6,1
7.17,173.7,260.3,23.3,5.39,41.1,1
7.96,419.3,262.7,21.4,6.35,36.5,1
6.61,330.6,235.4,27.2,4.9,34.1,0
5.5,284.5,300.2,25.0,6.45,45.5,0
7.5,238.9,190.2,24.4,6.53,21.9,1
6.49,358.2,170.7,21.2,3.65,20.9,0
6.05,198.1,172.3,24.9,6.05,40.6,0
6.5,336.7,268.7,17.1,6.5,39.9,1
6.85,212.2,229.2,24.5,5.9,18.1,1
6.52,192.3,223.3,25.2,6.43,24.7,1
5.24,223.5,263.6,25.7,4.39,46.9,0
7.72,255.0,35.9,20.3,5.07,34.1,1
8.02,294.1,224.8,25.7,7.24,37.9,1
7.52,328.3,217.5,21.9,6.0,18.4,1
6.09,-142.6,333.5,22.6,6.41,36.6,0
6.84,203.1,77.7,27.2,5.34,15.8,1
6.99,253.0,324.6,31.0,6.02,10.2,1
7.48,480.6,206.0,25.2,3.24,37.3,0
7.53,170.4,239.1,22.5,7.02,44.3,1
6.41,319.5,334.1,25.6,8.17,27.5,0
7.07,479.4,244.9,27.8,4.72,24.5,0
7.37,142.4,232.0,26.9,4.87,47.1,0
8.16,347.3,219.4,33.2,6.53,28.1,1
7.56,203.7,161.3,22.9,7.77,29.3,1
7.63,239.4,197.7,25.8,6.0,46.9,1
7.07,203.6,142.8,29.6,4.52,26.5,0
8.13,212.2,196.4,29.5,5.75,23.5,1
7.33,626.6,13.1,19.1,4.76,38.2,0
6.31,401.3,234.3,25.0,5.2,22.9,0
8.12,432.2,190.3,29.5,5.64,28.6,1
7.56,359.0,173.1,33.7,4.88,16.8,0
6.65,107.2,217.6,27.1,5.07,31.9,1
6.62,347.4,85.3,23.9,6.09,30.7,1
7.24,428.8,354.3,22.0,6.26,39.7,1
7.37,197.6,191.8,31.7,4.29,38.6,0
7.16,415.8,188.3,27.2,6.48,35.5,1
7.25,384.5,122.8,22.5,5.54,33.9,1
8.36,522.2,201.9,24.4,6.86,29.3,1
7.86,249.9,311.0,25.9,6.94,36.1,1
7.15,168.3,282.9,26.6,5.35,18.9,1
7.75,256.6,268.4,22.3,6.74,6.5,1
6.17,472.3,243.7,23.2,5.0,41.6,0
7.32,80.6,171.3,20.0,7.59,36.7,1
8.45,51.8,84.0,28.1,5.04,28.7,1
6.83,310.7,183.9,24.0,6.42,40.7,1
6.32,246.9,181.1,26.4,5.77,22.7,0
6.48,300.9,283.9,29.3,4.78,22.9,0
6.13,413.4,224.8,25.7,7.08,21.6,0
6.37,233.7,329.0,24.7,5.26,35.7,0
6.7,75.2,295.8,25.6,3.96,14.2,0
5.88,545.3,163.5,25.2,2.54,22.3,0
7.01,180.3,56.4,28.7,4.95,32.9,0
7.72,172.9,310.8,25.9,7.65,18.0,1
6.27,432.4,308.8,23.4,7.51,23.4,0
8.22,253.9,90.7,28.1,5.14,7.9,1
7.41,292.4,320.7,28.7,5.55,36.1,1
7.82,357.9,230.6,21.0,5.44,23.1,1
6.47,430.0,212.9,29.6,4.4,19.0,0
7.68,260.0,329.2,26.1,4.86,17.0,0
6.13,482.4,307.6,25.8,7.18,25.8,0
7.71,43.7,252.1,28.0,6.6,14.2,1
7.14,391.2,237.9,23.3,6.33,49.4,1
7.44,199.3,249.3,27.9,4.4,6.2,0
6.06,464.7,168.0,23.9,6.12,25.5,0
6.28,317.0,195.6,20.6,3.24,31.1,0
7.48,219.3,127.8,22.0,7.01,22.2,1
6.24,379.5,173.4,26.7,6.31,32.1,0
7.37,407.2,170.7,22.2,4.39,22.0,0
5.91,377.0,149.2,29.8,7.94,45.3,0
7.68,176.4,210.9,28.6,3.84,18.8,0
6.01,241.9,174.1,29.0,6.64,6.5,0
7.44,299.5,240.2,25.4,6.67,17.0,1
7.5,295.0,70.2,25.8,4.51,33.9,0
6.44,390.0,190.9,21.4,5.95,28.8,0
7.47,58.2,210.5,28.0,4.04,37.5,0
7.21,340.1,175.1,26.1,2.58,35.0,0
6.57,265.2,186.2,26.7,4.72,23.6,0
6.19,199.4,73.2,30.1,5.26,25.1,0
5.43,210.9,228.5,23.2,6.77,26.1,0
7.28,274.3,251.8,24.6,6.08,48.8,1
5.75,-132.1,239.5,26.0,6.11,36.9,0
7.08,215.8,283.1,22.2,4.78,48.9,0
